Episode: 1: [-9.999908e-05 -9.999906e-05  9.999920e-05] 
Episode: 3021: [-0.06346817 -0.06150559  0.06349026] 
Episode: 3031: [-0.06360693 -0.06152507  0.06359757] 
Episode: 3041: [-0.0637138  -0.06163818  0.06373088] 
Episode: 3051: [-0.06385802 -0.06177134  0.06390076] 
Episode: 3061: [-0.06401863 -0.06189191  0.06407561] 
Episode: 3071: [-0.06415467 -0.06212994  0.06429399] 
Episode: 3081: [-0.064267   -0.06237508  0.06449944] 
Episode: 3091: [-0.06437684 -0.06257124  0.06467782] 
Episode: 3101: [-0.06451655 -0.06273019  0.06485791] 
Episode: 3111: [-0.06467973 -0.06279161  0.06500404] 
Episode: 3121: [-0.0648035  -0.06296235  0.06517921] 
Episode: 3131: [-0.06493366 -0.06302214  0.06530137] 
Episode: 3141: [-0.06508351 -0.0630807   0.06543674] 
Episode: 3151: [-0.06521084 -0.0631477   0.06556072] 
Episode: 3161: [-0.0653678  -0.0631881   0.06569167] 
Episode: 3171: [-0.06549974 -0.06332165  0.06585349] 
Episode: 3181: [-0.06565912 -0.06332681  0.06596783] 
Episode: 3191: [-0.06579864 -0.06343141  0.06611998] 
Episode: 3201: [-0.06591946 -0.06353077  0.06625629] 
Episode: 3211: [-0.06600355 -0.06361835  0.06636078] 
Episode: 3221: [-0.06605136 -0.06373352  0.06645421] 
Episode: 3231: [-0.06610892 -0.06385129  0.06655582] 
Episode: 3241: [-0.06617764 -0.06398343  0.06667273] 
Episode: 3251: [-0.06625365 -0.06406565  0.0667688 ] 
Episode: 3261: [-0.06633633 -0.06407519  0.06683167] 
Episode: 3271: [-0.06642494 -0.06400587  0.06685759] 
Episode: 3281: [-0.06650391 -0.06406529  0.06694386] 
Episode: 3291: [-0.06656499 -0.06416947  0.06704093] 
Episode: 3301: [-0.06664693 -0.06426056  0.06714581] 
Episode: 3311: [-0.06676091 -0.06419224  0.06718994] 
Episode: 3321: [-0.06684894 -0.0641223   0.067215  ] 
Episode: 3331: [-0.06691468 -0.06419937  0.0673013 ] 
Episode: 3341: [-0.0669845  -0.06429047  0.06739782] 
Episode: 3351: [-0.06707083 -0.06428701  0.06745637] 
Episode: 3361: [-0.06717323 -0.06416053  0.06746171] 
Episode: 3371: [-0.06724554 -0.06419092  0.06752827] 
Episode: 3381: [-0.06732818 -0.06425527  0.06761983] 
Episode: 3391: [-0.06741445 -0.06428036  0.06769334] 
Episode: 3401: [-0.06750274 -0.06422184  0.06772432] 
Episode: 3411: [-0.0675584  -0.06427828  0.06779291] 
Episode: 3421: [-0.06762046 -0.06419758  0.06779384] 
Episode: 3431: [-0.0677095  -0.06413708  0.06782424] 
Episode: 3441: [-0.06779956 -0.06420632  0.06792367] 
Episode: 3451: [-0.06786316 -0.06427067  0.068002  ] 
Episode: 3461: [-0.06793033 -0.06432627  0.06807823] 
Episode: 3471: [-0.06800443 -0.0643567   0.06814606] 
Episode: 3481: [-0.0680584  -0.06445047  0.06823321] 
Episode: 3491: [-0.06813759 -0.06440526  0.06826466] 
Episode: 3501: [-0.06819619 -0.06441832  0.06831248] 
Episode: 3511: [-0.06824964 -0.06443733  0.06835984] 
Episode: 3521: [-0.06831154 -0.06461483  0.06849691] 
